CBSA,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,504357,506646,508147,515990,525158,533470,542595,551237,559535,1501,7843,9168,8312,9125,8642,8298,1684,6540,6584,6529,6566,6632,6650,847,3598,3424,3630,3653,3757,3979,837,2942,3160,2899,2913,2875,2671,519,2122,1968,2061,2322,2442,2425,145,2025,3963,3257,3408,3724,3006,664,4147,5931,5318,5730,6166,5431,0,754,77,95,482,-399,196
20540,"Dyersburg, TN",Micropolitan Statistical Area,38335,38330,38313,38148,38246,38148,37868,37878,37708,-17,-165,98,-98,-280,10,-170,116,474,520,479,464,455,466,107,441,412,444,438,397,439,9,33,108,35,26,58,27,5,16,22,21,25,25,24,-27,-220,-32,-176,-321,-87,-207,-22,-204,-10,-155,-296,-62,-183,-4,6,0,22,-10,14,-14
20580,"Eagle Pass, TX",Micropolitan Statistical Area,54258,54258,54489,55274,55696,56415,56915,57440,57685,231,785,422,719,500,525,245,233,1020,1037,1140,1093,1185,1159,99,324,341,353,367,415,393,134,696,696,787,726,770,766,13,82,54,85,126,140,144,84,28,-332,-173,-359,-422,-654,97,110,-278,-88,-233,-282,-510,0,-21,4,20,7,37,-11
20660,"Easton, MD",Micropolitan Statistical Area,37782,37782,37884,37973,38055,37914,37569,37523,37278,102,89,82,-141,-345,-46,-245,92,354,318,332,349,319,324,72,421,415,457,440,464,469,20,-67,-97,-125,-91,-145,-145,8,45,33,32,38,38,38,76,91,157,-13,-257,13,-150,84,136,190,19,-219,51,-112,-2,20,-11,-35,-35,48,12
20700,"East Stroudsburg, PA",Metropolitan Statistical Area,169842,169842,169910,169868,168567,167271,167197,166499,166098,68,-42,-1301,-1296,-74,-698,-401,372,1453,1337,1404,1463,1442,1421,343,1265,1279,1358,1367,1406,1521,29,188,58,46,96,36,-100,45,239,286,297,350,357,355,-5,-422,-1666,-1591,-495,-1041,-621,40,-183,-1380,-1294,-145,-684,-266,-1,-47,21,-48,-25,-50,-35
20740,"Eau Claire, WI",Metropolitan Statistical Area,161151,161390,161662,162842,163924,164964,165151,165654,166614,272,1180,1082,1040,187,503,960,450,1894,1962,1874,1919,1918,1915,228,1241,1272,1372,1429,1488,1408,222,653,690,502,490,430,507,14,74,109,128,142,152,151,45,500,287,368,-403,-108,387,59,574,396,496,-261,44,538,-9,-47,-4,42,-42,29,-85
20780,"Edwards, CO",Micropolitan Statistical Area,52197,52197,52081,51751,51942,52379,52815,53346,53989,-116,-330,191,437,436,531,643,194,655,697,602,659,659,656,9,83,98,118,121,92,108,185,572,599,484,538,567,548,27,98,76,61,70,81,82,-340,-1069,-474,-59,-182,-54,-15,-313,-971,-398,2,-112,27,67,12,69,-10,-49,10,-63,28
20820,"Effingham, IL",Micropolitan Statistical Area,34242,34242,34225,34284,34351,34312,34337,34396,34386,-17,59,67,-39,25,59,-10,131,438,445,431,446,424,432,98,350,348,372,345,341,342,33,88,97,59,101,83,90,0,11,6,8,9,9,8,-52,-47,-36,-117,-129,-28,-106,-52,-36,-30,-109,-120,-19,-98,2,7,0,11,44,-5,-2
20900,"El Campo, TX",Micropolitan Statistical Area,41280,41280,41312,41327,41171,41225,41228,41526,41735,32,15,-156,54,3,298,209,130,551,537,555,560,545,572,139,392,398,455,397,394,408,-9,159,139,100,163,151,164,2,16,2,14,20,23,25,45,-206,-299,-75,-162,110,47,47,-190,-297,-61,-142,133,72,-6,46,2,15,-18,14,-27
20940,"El Centro, CA",Metropolitan Statistical Area,174528,174528,174751,176227,177287,177194,178866,179806,180883,223,1476,1060,-93,1672,940,1077,687,3127,3016,3016,3168,3290,3201,180,982,953,971,983,987,1019,507,2145,2063,2045,2185,2303,2182,-13,237,159,199,293,353,349,-279,-920,-1184,-2447,-821,-1856,-1417,-292,-683,-1025,-2248,-528,-1503,-1068,8,14,22,110,15,140,-37
20980,"El Dorado, AR",Micropolitan Statistical Area,41639,41639,41556,41375,40864,40603,40158,40158,39887,-83,-181,-511,-261,-445,0,-271,112,526,530,487,525,547,547,81,580,478,516,578,511,533,31,-54,52,-29,-53,36,14,5,6,-10,-5,-4,-3,-2,-117,-115,-568,-215,-389,-53,-287,-112,-109,-578,-220,-393,-56,-289,-2,-18,15,-12,1,20,4
21020,"Elizabeth City, NC",Micropolitan Statistical Area,64094,64094,64186,63894,64124,63505,63430,63362,63617,92,-292,230,-619,-75,-68,255,190,744,658,702,772,707,723,176,639,602,678,620,613,588,14,105,56,24,152,94,135,32,68,132,111,115,127,106,55,-488,43,-795,-345,-319,22,87,-420,175,-684,-230,-192,128,-9,23,-1,41,3,30,-8
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,148338,148351,149945,151386,150567,151648,151970,148532,149538,1594,1441,-819,1081,322,-3438,1006,528,2236,1932,2070,2032,1914,1821,356,1264,1161,1240,1240,1318,1315,172,972,771,830,792,596,506,170,181,646,418,368,410,268,1196,286,-2282,-190,-825,-4595,228,1366,467,-1636,228,-457,-4185,496,56,2,46,23,-13,151,4
21120,"Elk City, OK",Micropolitan Statistical Area,22119,22119,22053,22323,23123,23521,23661,23628,22519,-66,270,800,398,140,-33,-1109,95,347,351,391,396,350,348,36,220,246,248,248,253,270,59,127,105,143,148,97,78,3,7,-1,-5,-4,-3,-3,-130,134,677,270,1,-139,-1205,-127,141,676,265,-3,-142,-1208,2,2,19,-10,-5,12,21
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,197559,197561,197473,198495,199172,200354,201609,203284,203781,-88,1022,677,1182,1255,1675,497,739,3053,2985,3018,3041,3096,3128,319,1515,1661,1653,1620,1619,1622,420,1538,1324,1365,1421,1477,1506,29,91,45,51,92,98,100,-565,-596,-695,-240,-169,120,-987,-536,-505,-650,-189,-77,218,-887,28,-11,3,6,-89,-20,-122
21180,"Elkins, WV",Micropolitan Statistical Area,29405,29405,29369,29422,29408,29539,29308,29174,29006,-36,53,-14,131,-231,-134,-168,61,308,312,327,314,328,320,86,358,367,355,351,382,372,-25,-50,-55,-28,-37,-54,-52,0,5,3,2,2,2,2,-11,110,40,154,-186,-89,-95,-11,115,43,156,-184,-87,-93,0,-12,-2,3,-10,7,-23
21220,"Elko, NV",Micropolitan Statistical Area,50805,50929,51067,51492,53066,54520,54636,53823,54085,138,425,1574,1454,116,-813,262,189,706,640,642,754,820,781,51,290,247,263,271,313,343,138,416,393,379,483,507,438,15,51,34,38,51,54,53,-5,-47,1120,1081,-478,-1357,-252,10,4,1154,1119,-427,-1303,-199,-10,5,27,-44,60,-17,23
21260,"Ellensburg, WA",Micropolitan Statistical Area,40915,40906,41010,41577,41630,41853,42518,43057,44866,104,567,53,223,665,539,1809,100,423,405,426,366,389,391,95,282,271,288,280,282,286,5,141,134,138,86,107,105,18,70,71,61,69,74,72,84,347,-153,49,503,363,1563,102,417,-82,110,572,437,1635,-3,9,1,-25,7,-5,69
21300,"Elmira, NY",Metropolitan Statistical Area,88830,88842,88972,88988,89264,88498,87506,87120,86322,130,16,276,-766,-992,-386,-798,254,1023,1048,1023,917,980,955,197,970,916,928,881,975,950,57,53,132,95,36,5,5,19,77,88,85,92,99,98,60,-55,62,-995,-1121,-434,-846,79,22,150,-910,-1029,-335,-748,-6,-59,-6,49,1,-56,-55
21340,"El Paso, TX",Metropolitan Statistical Area,804123,804123,807108,822888,834204,834549,837433,837208,841971,2985,15780,11316,345,2884,-225,4763,3300,13868,13975,13724,13603,13583,13366,1123,4788,4821,4855,4939,5346,5441,2177,9080,9154,8869,8664,8237,7925,302,1524,2903,2418,2715,3221,2722,497,5424,-662,-11384,-8394,-11995,-5760,799,6948,2241,-8966,-5679,-8774,-3038,9,-248,-79,442,-101,312,-124
21380,"Emporia, KS",Micropolitan Statistical Area,33690,33690,33642,33654,33534,33517,33201,33243,33510,-48,12,-120,-17,-316,42,267,111,419,423,433,413,393,403,45,312,277,280,295,259,266,66,107,146,153,118,134,137,26,91,105,115,132,135,134,-142,-192,-379,-308,-569,-249,16,-116,-101,-274,-193,-437,-114,150,2,6,8,23,3,22,-20
21420,"Enid, OK",Metropolitan Statistical Area,60580,60580,60758,60706,61278,62326,62839,63360,62603,178,-52,572,1048,513,521,-757,252,964,934,951,994,978,988,180,719,643,718,697,637,661,72,245,291,233,297,341,327,49,229,224,162,181,196,171,56,-502,64,612,76,4,-1216,105,-273,288,774,257,200,-1045,1,-24,-7,41,-41,-20,-39
21460,"Enterprise, AL",Micropolitan Statistical Area,49948,49948,50183,50484,51180,50729,50757,51063,51226,235,301,696,-451,28,306,163,168,679,623,617,617,597,602,77,508,492,519,467,528,537,91,171,131,98,150,69,65,47,87,197,107,107,122,84,99,50,358,-672,-207,107,33,146,137,555,-565,-100,229,117,-2,-7,10,16,-22,8,-19
21500,"Erie, PA",Metropolitan Statistical Area,280566,280564,280771,281197,281541,280613,279251,278052,276207,207,426,344,-928,-1362,-1199,-1845,840,3287,3204,3115,3157,3192,3107,547,2805,2818,2917,2855,2811,2808,293,482,386,198,302,381,299,74,538,879,576,540,473,779,-143,-423,-926,-1720,-2093,-1999,-2784,-69,115,-47,-1144,-1553,-1526,-2005,-17,-171,5,18,-111,-54,-139
21540,"Escanaba, MI",Micropolitan Statistical Area,37069,37069,37066,36935,36838,36830,36573,36407,36202,-3,-131,-97,-8,-257,-166,-205,81,372,360,388,374,373,380,113,445,424,413,407,435,426,-32,-73,-64,-25,-33,-62,-46,1,4,4,6,6,6,6,32,-40,-36,-16,-218,-103,-144,33,-36,-32,-10,-212,-97,-138,-4,-22,-1,27,-12,-7,-21
21580,"Espa�ola, NM",Micropolitan Statistical Area,40246,40244,40310,40313,40254,40058,39742,39526,40040,66,3,-59,-196,-316,-216,514,157,591,578,595,544,530,506,75,354,409,367,425,410,443,82,237,169,228,119,120,63,8,15,23,39,47,49,49,-21,-233,-254,-347,-469,-372,382,-13,-218,-231,-308,-422,-323,431,-3,-16,3,-116,-13,-13,20
21640,"Eufaula, AL-GA",Micropolitan Statistical Area,29970,29970,29855,29784,29539,29308,29063,28573,28300,-115,-71,-245,-231,-245,-490,-273,78,362,327,307,284,281,276,141,338,334,319,349,340,331,-63,24,-7,-12,-65,-59,-55,2,-4,-10,-9,-8,-6,-5,-54,-89,-229,-221,-169,-438,-218,-52,-93,-239,-230,-177,-444,-223,0,-2,1,11,-3,13,5
21660,"Eugene, OR",Metropolitan Statistical Area,351715,351724,351976,353641,354993,355812,358442,362600,369519,252,1665,1352,819,2630,4158,6919,945,3468,3478,3451,3640,3711,3752,726,3123,3409,3310,3386,3442,3422,219,345,69,141,254,269,330,152,637,572,527,606,644,624,-111,767,759,49,1751,2905,5706,41,1404,1331,576,2357,3549,6330,-8,-84,-48,102,19,340,259
21700,"Eureka-Arcata-Fortuna, CA",Micropolitan Statistical Area,134623,134623,135032,135243,134663,134555,134665,135383,136646,409,211,-580,-108,110,718,1263,384,1547,1438,1542,1484,1486,1476,290,1191,1287,1293,1353,1330,1345,94,356,151,249,131,156,131,27,91,80,75,90,97,90,270,-170,-811,-363,-50,417,1100,297,-79,-731,-288,40,514,1190,18,-66,0,-69,-61,48,-58
21740,"Evanston, WY",Micropolitan Statistical Area,21118,21118,21102,20918,20997,21006,20871,20819,20773,-16,-184,79,9,-135,-52,-46,72,324,311,316,323,311,309,49,139,115,136,148,121,134,23,185,196,180,175,190,175,2,-9,-13,-18,-16,-15,-14,-44,-363,-101,-165,-297,-230,-203,-42,-372,-114,-183,-313,-245,-217,3,3,-3,12,3,3,-4
21780,"Evansville, IN-KY",Metropolitan Statistical Area,311552,311552,311815,312666,313561,314590,315227,315713,315948,263,851,895,1029,637,486,235,993,3778,3804,3797,3687,3736,3679,832,3061,2966,3249,3171,3203,3276,161,717,838,548,516,533,403,45,204,252,238,274,285,279,68,42,-179,281,-42,-319,-359,113,246,73,519,232,-34,-80,-11,-112,-16,-38,-111,-13,-88
21820,"Fairbanks, AK",Metropolitan Statistical Area,97581,97585,98293,98100,100330,100879,99295,99639,100605,708,-193,2230,549,-1584,344,966,481,1776,1598,1713,1699,1693,1676,118,448,450,471,437,500,471,363,1328,1148,1242,1262,1193,1205,115,153,513,420,351,474,325,215,-1746,545,-1004,-3330,-1225,-539,330,-1593,1058,-584,-2979,-751,-214,15,72,24,-109,133,-98,-25
21840,"Fairfield, IA",Micropolitan Statistical Area,16843,16843,16825,17039,17201,17493,17671,17853,18090,-18,214,162,292,178,182,237,34,129,146,148,152,168,155,48,163,142,159,170,131,170,-14,-34,4,-11,-18,37,-15,30,177,240,281,307,318,308,-35,69,-79,23,-109,-149,-58,-5,246,161,304,198,169,250,1,2,-3,-1,-2,-24,2
21860,"Fairmont, MN",Micropolitan Statistical Area,20840,20840,20819,20628,20476,20422,20228,20010,19829,-21,-191,-152,-54,-194,-218,-181,47,220,216,223,221,223,219,82,251,238,218,276,270,237,-35,-31,-22,5,-55,-47,-18,0,1,1,1,1,1,1,16,-149,-134,-41,-140,-156,-170,16,-148,-133,-40,-139,-155,-169,-2,-12,3,-19,0,-16,6
21900,"Fairmont, WV",Micropolitan Statistical Area,56418,56418,56515,56625,56768,56725,56776,56771,56538,97,110,143,-43,51,-5,-233,171,685,639,664,641,641,628,116,658,634,657,636,680,691,55,27,5,7,5,-39,-63,9,32,26,18,19,18,18,38,93,114,-76,50,32,-143,47,125,140,-58,69,50,-125,-5,-42,-2,8,-23,-16,-45
21980,"Fallon, NV",Micropolitan Statistical Area,24877,24877,24806,24606,24333,24049,24000,24159,24198,-71,-200,-273,-284,-49,159,39,71,308,321,318,339,330,347,38,278,264,278,248,246,252,33,30,57,40,91,84,95,30,36,119,64,51,72,47,-134,-260,-459,-415,-202,8,-114,-104,-224,-340,-351,-151,80,-67,0,-6,10,27,11,-5,11
22020,"Fargo, ND-MN",Metropolitan Statistical Area,208777,208777,209416,212875,217250,223834,228422,233642,238124,639,3459,4375,6584,4588,5220,4482,736,2992,3146,3207,3345,3478,3510,373,1349,1254,1456,1451,1498,1507,363,1643,1892,1751,1894,1980,2003,142,664,782,779,861,899,878,133,1073,1678,3948,1740,2245,1615,275,1737,2460,4727,2601,3144,2493,1,79,23,106,93,96,-14
22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,64142,64142,64241,64907,64885,64757,65040,65278,65622,99,666,-22,-128,283,238,344,151,764,700,739,709,685,682,79,441,453,523,457,452,454,72,323,247,216,252,233,228,28,123,111,97,116,121,119,-1,187,-387,-441,-93,-168,-20,27,310,-276,-344,23,-47,99,0,33,7,0,8,52,17
22100,"Farmington, MO",Micropolitan Statistical Area,65359,65371,65539,65575,65856,66229,65993,66446,66627,168,36,281,373,-236,453,181,196,737,754,753,737,717,715,187,742,732,793,745,773,766,9,-5,22,-40,-8,-56,-51,2,10,10,11,13,14,14,149,62,251,374,-249,460,190,151,72,261,385,-236,474,204,8,-31,-2,28,8,35,28
22140,"Farmington, NM",Metropolitan Statistical Area,130044,130045,130135,127991,128331,126518,124055,118701,115079,90,-2144,340,-1813,-2463,-5354,-3622,456,1920,1866,1936,1902,1778,1703,201,881,898,908,938,1059,1026,255,1039,968,1028,964,719,677,6,4,24,28,38,43,42,-169,-3214,-647,-2938,-3488,-6158,-4341,-163,-3210,-623,-2910,-3450,-6115,-4299,-2,27,-5,69,23,42,0
22180,"Fayetteville, NC",Metropolitan Statistical Area,366383,366311,367528,373288,373867,377785,378009,378422,380389,1217,5760,579,3918,224,413,1967,1596,6954,6614,6460,6817,6431,6354,595,2579,2590,2681,2680,2758,2896,1001,4375,4024,3779,4137,3673,3458,519,826,3289,2075,1858,2282,1512,-354,633,-6903,-2040,-5805,-5752,-2910,165,1459,-3614,35,-3947,-3470,-1398,51,-74,169,104,34,210,-93
22220,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,463204,463210,465345,475177,484290,493045,502392,513449,525032,2135,9832,9113,8755,9347,11057,11583,1753,6927,7197,6962,7148,7180,7266,725,3293,3488,3485,3456,3665,3606,1028,3634,3709,3477,3692,3515,3660,310,1243,1233,1033,1215,1282,1281,753,4742,4113,4095,4391,5919,6564,1063,5985,5346,5128,5606,7201,7845,44,213,58,150,49,341,78
22260,"Fergus Falls, MN",Micropolitan Statistical Area,57303,57303,57283,57357,57339,57611,57659,57774,58085,-20,74,-18,272,48,115,311,164,561,624,630,671,677,670,162,679,692,646,684,677,687,2,-118,-68,-16,-13,0,-17,9,59,48,56,65,66,65,-25,124,4,274,35,29,320,-16,183,52,330,100,95,385,-6,9,-2,-42,-39,20,-57
22280,"Fernley, NV",Micropolitan Statistical Area,51980,51980,52070,51463,51087,51267,51613,52339,53179,90,-607,-376,180,346,726,840,158,576,538,556,550,585,563,150,499,497,508,572,569,591,8,77,41,48,-22,16,-28,22,18,0,4,6,7,6,68,-714,-415,132,330,742,821,90,-696,-415,136,336,749,827,-8,12,-2,-4,32,-39,41
22300,"Findlay, OH",Micropolitan Statistical Area,74782,74789,74687,75062,75638,75738,75380,75734,75872,-102,375,576,100,-358,354,138,219,881,888,922,952,959,959,168,713,657,735,686,676,684,51,168,231,187,266,283,275,21,43,91,99,111,114,110,-175,119,265,-207,-716,-50,-221,-154,162,356,-108,-605,64,-111,1,45,-11,21,-19,7,-26
22340,"Fitzgerald, GA",Micropolitan Statistical Area,17634,17634,17638,17575,17570,17417,17440,17354,17243,4,-63,-5,-153,23,-86,-111,60,262,265,192,226,244,236,62,208,206,213,208,223,224,-2,54,59,-21,18,21,12,1,0,0,-2,-3,-3,-3,10,-112,-65,-134,13,-120,-115,11,-112,-65,-136,10,-123,-118,-5,-5,1,4,-5,16,-5
22380,"Flagstaff, AZ",Metropolitan Statistical Area,134421,134437,134624,134186,135999,136641,137695,139076,140908,187,-438,1813,642,1054,1381,1832,430,1801,1724,1679,1666,1653,1683,165,718,727,743,712,844,869,265,1083,997,936,954,809,814,33,103,133,158,165,176,171,-107,-1653,661,-435,-116,404,863,-74,-1550,794,-277,49,580,1034,-4,29,22,-17,51,-8,-16
22420,"Flint, MI",Metropolitan Statistical Area,425790,425790,425056,421773,418029,415553,412813,410442,408615,-734,-3283,-3744,-2476,-2740,-2371,-1827,1314,5217,4968,4915,5036,4804,4831,1105,4143,4197,4225,4438,4621,4510,209,1074,771,690,598,183,321,61,214,202,197,220,224,218,-1052,-4497,-4821,-3481,-3377,-2777,-2115,-991,-4283,-4619,-3284,-3157,-2553,-1897,48,-74,104,118,-181,-1,-251
22500,"Florence, SC",Metropolitan Statistical Area,205566,205571,205680,205736,206153,206146,206702,206341,205976,109,56,417,-7,556,-361,-365,609,2615,2628,2578,2504,2553,2512,484,2273,2200,2428,2203,2338,2340,125,342,428,150,301,215,172,31,110,64,73,85,90,89,-44,-309,-53,-202,214,-712,-625,-13,-199,11,-129,299,-622,-536,-3,-87,-22,-28,-44,46,-1
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,147137,147137,147268,147053,147187,147169,147432,146772,146534,131,-215,134,-18,263,-660,-238,401,1553,1516,1533,1530,1538,1522,356,1768,1691,1848,1800,1805,1760,45,-215,-175,-315,-270,-267,-238,24,80,64,49,57,60,61,66,-2,250,229,532,-461,31,90,78,314,278,589,-401,92,-4,-78,-5,19,-56,8,-92
22540,"Fond du Lac, WI",Metropolitan Statistical Area,101633,101630,101709,101902,101865,101868,102018,101943,102144,79,193,-37,3,150,-75,201,306,1096,1124,1126,1071,1078,1050,250,916,910,976,941,896,880,56,180,214,150,130,182,170,14,112,118,134,153,160,158,28,-53,-369,-343,-64,-389,-75,42,59,-251,-209,89,-229,83,-19,-46,0,62,-69,-28,-52
22580,"Forest City, NC",Micropolitan Statistical Area,67810,67808,67744,67367,67204,66830,66587,66462,66421,-64,-377,-163,-374,-243,-125,-41,157,715,683,688,629,691,669,203,825,789,874,829,835,845,-46,-110,-106,-186,-200,-144,-176,8,25,28,37,46,46,46,-23,-278,-80,-210,-59,-16,109,-15,-253,-52,-173,-13,30,155,-3,-14,-5,-15,-30,-11,-20
22620,"Forrest City, AR",Micropolitan Statistical Area,28258,28258,28181,27960,27907,27408,27026,26578,26196,-77,-221,-53,-499,-382,-448,-382,94,356,369,330,355,355,335,36,275,257,298,278,265,294,58,81,112,32,77,90,41,3,16,30,27,32,31,30,-138,-336,-190,-532,-489,-544,-455,-135,-320,-160,-505,-457,-513,-425,0,18,-5,-26,-2,-25,2
22660,"Fort Collins, CO",Metropolitan Statistical Area,299630,299629,300523,305267,310965,316605,324709,333869,339993,894,4744,5698,5640,8104,9160,6124,845,3318,3409,3376,3495,3427,3591,489,1867,1870,1988,1980,2204,2182,356,1451,1539,1388,1515,1223,1409,63,373,452,481,542,571,560,486,2721,3648,3691,5765,6938,4028,549,3094,4100,4172,6307,7509,4588,-11,199,59,80,282,428,127
22700,"Fort Dodge, IA",Micropolitan Statistical Area,38013,38013,37876,37727,37252,37256,36983,36992,36769,-137,-149,-475,4,-273,9,-223,109,443,457,440,422,455,450,114,445,492,463,433,432,427,-5,-2,-35,-23,-11,23,23,2,31,36,41,45,47,47,-136,-159,-474,9,-298,-68,-275,-134,-128,-438,50,-253,-21,-228,2,-19,-2,-23,-9,7,-18
22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,52274,52274,52844,53273,53412,53783,53505,53156,52654,570,429,139,371,-278,-349,-502,216,906,793,862,817,805,780,41,268,323,280,318,302,271,175,638,470,582,499,503,509,151,201,840,412,316,460,233,234,-428,-1201,-556,-1107,-1332,-1242,385,-227,-361,-144,-791,-872,-1009,10,18,30,-67,14,20,-2
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,62105,62095,62049,61650,61481,60868,60711,60420,59846,-46,-399,-169,-613,-157,-291,-574,147,651,686,702,695,683,660,149,682,732,758,745,739,714,-2,-31,-46,-56,-50,-56,-54,4,19,22,20,24,24,24,-34,-373,-147,-559,-198,-287,-507,-30,-354,-125,-539,-174,-263,-483,-14,-14,2,-18,67,28,-37
22820,"Fort Morgan, CO",Micropolitan Statistical Area,28159,28159,28172,28512,28331,28306,28208,28323,28274,13,340,-181,-25,-98,115,-49,126,460,427,415,429,442,447,39,279,271,232,240,254,248,87,181,156,183,189,188,199,19,85,61,68,79,84,84,-81,-30,-406,-273,-365,-173,-313,-62,55,-345,-205,-286,-89,-229,-12,104,8,-3,-1,16,-19
22840,"Fort Payne, AL",Micropolitan Statistical Area,71109,71115,71143,71389,70961,70882,70947,70996,70900,28,246,-428,-79,65,49,-96,232,903,868,796,816,807,796,151,783,710,782,723,774,771,81,120,158,14,93,33,25,22,66,56,44,57,56,56,-69,35,-654,-124,-46,0,-150,-47,101,-598,-80,11,56,-94,-6,25,12,-13,-39,-40,-27
22860,"Fort Polk South, LA",Micropolitan Statistical Area,52334,52334,52743,52308,54179,52889,52161,50706,50569,409,-435,1871,-1290,-728,-1455,-137,262,1121,1015,1190,1003,992,948,100,355,355,376,435,349,369,162,766,660,814,568,643,579,110,76,560,307,235,324,175,126,-1300,631,-2440,-1540,-2438,-878,236,-1224,1191,-2133,-1305,-2114,-703,11,23,20,29,9,16,-13
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,280467,280547,280712,281018,280830,280070,279967,280445,281227,165,306,-188,-760,-103,478,782,765,3163,3476,3596,3681,3709,3662,620,2660,2916,3043,2976,3084,3077,145,503,560,553,705,625,585,43,151,236,271,327,351,346,-11,-288,-979,-1652,-1098,-546,-46,32,-137,-743,-1381,-771,-195,300,-12,-60,-5,68,-37,48,-103
23060,"Fort Wayne, IN",Metropolitan Statistical Area,416257,416254,416913,419811,421749,424241,426613,429372,431802,659,2898,1938,2492,2372,2759,2430,1555,5981,5943,5878,5894,5987,6001,687,3424,3505,3584,3618,3723,3634,868,2557,2438,2294,2276,2264,2367,188,772,739,758,837,882,852,-387,-269,-1239,-578,-579,-453,-565,-199,503,-500,180,258,429,287,-10,-162,0,18,-162,66,-224
23140,"Frankfort, IN",Micropolitan Statistical Area,33224,33219,33203,33041,32942,32883,32610,32567,32457,-16,-162,-99,-59,-273,-43,-110,112,430,418,468,424,475,453,64,340,368,381,347,332,325,48,90,50,87,77,143,128,10,30,27,12,17,19,20,-72,-299,-180,-158,-373,-193,-236,-62,-269,-153,-146,-356,-174,-216,-2,17,4,0,6,-12,-22
23180,"Frankfort, KY",Micropolitan Statistical Area,70706,70700,70754,70927,71174,71331,71821,72202,72718,54,173,247,157,490,381,516,193,814,807,840,850,815,823,223,687,644,702,713,715,702,-30,127,163,138,137,100,121,16,74,48,54,61,66,65,81,-22,45,-46,259,168,350,97,52,93,8,320,234,415,-13,-6,-9,11,33,47,-20
23240,"Fredericksburg, TX",Micropolitan Statistical Area,24837,24837,24877,25032,25167,25354,25545,26074,26521,40,155,135,187,191,529,447,65,252,237,252,240,255,262,81,354,338,353,339,280,343,-16,-102,-101,-101,-99,-25,-81,2,24,28,34,42,46,47,51,218,210,229,226,530,410,53,242,238,263,268,576,457,3,15,-2,25,22,-22,71
23300,"Freeport, IL",Micropolitan Statistical Area,47711,47711,47657,47365,46938,46721,46339,45791,45624,-54,-292,-427,-217,-382,-548,-167,117,487,517,482,483,526,497,165,523,518,537,519,530,550,-48,-36,-1,-55,-36,-4,-53,3,7,10,11,14,14,14,-1,-261,-443,-176,-332,-590,-95,2,-254,-433,-165,-318,-576,-81,-8,-2,7,3,-28,32,-33
23340,"Fremont, NE",Micropolitan Statistical Area,36691,36685,36661,36954,36648,36598,36714,36676,36757,-24,293,-306,-50,116,-38,81,96,480,455,493,496,516,516,76,422,474,445,428,433,422,20,58,-19,48,68,83,94,3,21,19,18,20,22,22,-46,223,-312,-143,25,-153,-31,-43,244,-293,-125,45,-131,-9,-1,-9,6,27,3,10,-4
23380,"Fremont, OH",Micropolitan Statistical Area,60944,60946,60876,60591,60492,60096,59915,59518,59330,-70,-285,-99,-396,-181,-397,-188,160,702,711,675,624,621,616,134,625,608,649,635,630,608,26,77,103,26,-11,-9,8,3,19,9,8,10,11,11,-99,-349,-218,-440,-165,-385,-170,-96,-330,-209,-432,-155,-374,-159,0,-32,7,10,-15,-14,-37
