CBSA,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
32900,"Merced, CA",Metropolitan Statistical Area,255793,255798,256831,259678,261430,262661,265139,267101,268672,1033,2847,1752,1231,2478,1962,1571,1067,4306,4303,4192,4211,4149,4188,433,1462,1568,1616,1621,1713,1730,634,2844,2735,2576,2590,2436,2458,73,337,147,175,261,292,289,321,-312,-1139,-1507,-261,-660,-1145,394,25,-992,-1332,0,-368,-856,5,-22,9,-13,-112,-106,-31
32940,"Meridian, MS",Micropolitan Statistical Area,107449,107454,107578,107538,107117,106911,105801,104451,103539,124,-40,-421,-206,-1110,-1350,-912,321,1316,1330,1319,1309,1306,1281,208,1178,1127,1203,1204,1123,1155,113,138,203,116,105,183,126,37,61,134,89,81,105,71,-17,-204,-779,-372,-1291,-1608,-1070,20,-143,-645,-283,-1210,-1503,-999,-9,-35,21,-39,-5,-30,-39
32980,"Merrill, WI",Micropolitan Statistical Area,28743,28743,28763,28456,28481,28353,28152,27966,27902,20,-307,25,-128,-201,-186,-64,82,263,272,269,270,247,252,51,326,326,358,340,322,313,31,-63,-54,-89,-70,-75,-61,0,1,1,1,1,1,1,-5,-232,76,-63,-121,-107,16,-5,-231,77,-62,-120,-106,17,-6,-13,2,23,-11,-5,-20
33020,"Mexico, MO",Micropolitan Statistical Area,25529,25529,25462,25601,25627,25658,25952,26082,26021,-67,139,26,31,294,130,-61,90,362,336,336,345,329,348,103,279,290,302,277,292,278,-13,83,46,34,68,37,70,1,6,8,9,10,10,10,-55,41,-27,-12,225,93,-127,-54,47,-19,-3,235,103,-117,0,9,-1,0,-9,-10,-14
33060,"Miami, OK",Micropolitan Statistical Area,31848,31848,31840,31904,32225,32230,32037,31928,31691,-8,64,321,5,-193,-109,-237,94,389,430,484,438,477,453,66,386,464,418,411,485,499,28,3,-34,66,27,-8,-46,1,17,17,11,13,15,15,-30,24,332,-80,-234,-130,-212,-29,41,349,-69,-221,-115,-197,-7,20,6,8,1,14,6
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,5564635,5566298,5584384,5697425,5779518,5856943,5930210,6001717,6066387,18086,113041,82093,77425,73267,71507,64670,15683,66106,66327,65930,67944,68721,68638,11332,45920,45454,46775,46052,50393,52476,4351,20186,20873,19155,21892,18328,16162,13092,59432,57817,57295,63052,65663,65117,629,33754,3055,-1644,-10685,-15141,-16730,13721,93186,60872,55651,52367,50522,48387,14,-331,348,2619,-992,2657,121
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,111467,111467,111454,111202,111201,111323,111665,110762,110015,-13,-252,-1,122,342,-903,-747,334,1326,1302,1325,1341,1286,1293,226,1139,1156,1157,1128,1208,1195,108,187,146,168,213,78,98,4,17,38,21,25,25,24,-128,-444,-181,-58,152,-959,-830,-124,-427,-143,-37,177,-934,-806,3,-12,-4,-9,-48,-47,-39
33180,"Middlesborough, KY",Micropolitan Statistical Area,28691,28691,28710,28635,28247,27971,27750,27294,27117,19,-75,-388,-276,-221,-456,-177,85,352,387,377,326,322,323,95,378,375,362,375,362,360,-10,-26,12,15,-49,-40,-37,1,0,-1,-1,-1,-1,-1,28,-52,-407,-259,-158,-388,-128,29,-52,-408,-260,-159,-389,-129,0,3,8,-31,-13,-27,-11
33220,"Midland, MI",Metropolitan Statistical Area,83629,83629,83663,83755,83678,83578,83459,83618,83462,34,92,-77,-100,-119,159,-156,222,861,866,824,863,880,883,135,692,694,740,675,736,734,87,169,172,84,188,144,149,31,123,156,144,164,167,165,-87,-156,-415,-335,-453,-201,-436,-56,-33,-259,-191,-289,-34,-271,3,-44,10,7,-18,49,-34
33260,"Midland, TX",Metropolitan Statistical Area,141671,141671,141791,144973,152143,157350,161564,166995,168288,120,3182,7170,5207,4214,5431,1293,566,2333,2496,2721,2859,3062,3144,259,1064,1018,1101,1069,1130,1130,307,1269,1478,1620,1790,1932,2014,26,106,167,211,253,270,267,-211,1711,5371,3440,2019,3433,-997,-185,1817,5538,3651,2272,3703,-730,-2,96,154,-64,152,-204,9
33300,"Milledgeville, GA",Micropolitan Statistical Area,55149,55237,55113,54501,55534,55069,54381,54009,53784,-124,-612,1033,-465,-688,-372,-225,144,595,556,564,517,524,509,133,458,489,458,487,522,574,11,137,67,106,30,2,-65,9,35,41,42,48,48,46,-140,-799,883,-592,-773,-401,-195,-131,-764,924,-550,-725,-353,-149,-4,15,42,-21,7,-21,-11
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,1555908,1555954,1556802,1561396,1567414,1570802,1573609,1574349,1572482,848,4594,6018,3388,2807,740,-1867,5138,20169,20179,19858,20009,19684,19589,3194,13059,12900,13203,13164,13137,13426,1944,7110,7279,6655,6845,6547,6163,484,2345,2643,2653,3124,3281,3220,-1557,-4486,-3774,-5765,-6935,-8718,-11404,-1073,-2141,-1131,-3112,-3811,-5437,-8184,-23,-375,-130,-155,-227,-370,154
